Entity,Day,0 or 1 dose,3 doses,2 doses,4 doses
All ages,2021-11-14,1.5704897801880100,0.1216940679250770,1.2115269316690900,0
All ages,2021-11-21,2.9544301515261100,0.17792213944944900,1.7139361636392700,0
All ages,2021-11-28,4.094536785721110,0.16877823425264300,2.0956319694756800,0
All ages,2021-12-05,2.9346370444400700,0.30713321369483500,2.3951430649238300,0
All ages,2021-12-12,4.736438104005340,0.16032773808753300,2.007165063545860,0
All ages,2021-12-19,4.308551593991770,0.2677972288790830,1.986276835630280,0
All ages,2021-12-26,3.129031271302900,0.14801021625228200,1.6890033477238800,0
All ages,2022-01-02,3.084359072740890,0.14767830450071100,0.8330890995832730,0
All ages,2022-01-09,2.711017488768050,0.17692777108553100,1.5185705340089100,0
All ages,2022-01-16,2.289425274567040,0.2534032237217330,1.7634991466089700,0
All ages,2022-01-23,2.737681852766940,0.2692501418790840,2.0056446105673700,0
All ages,2022-01-30,3.4119496969522600,0.5620381712489940,2.5180412007968900,0
All ages,2022-02-06,5.986469554199830,1.335749394183600,5.5825330026403200,1.7162533731723600
All ages,2022-02-13,7.750281060059020,2.144573139262730,8.571721687055590,0.7553920058029550
All ages,2022-02-20,10.728458416608100,2.9551417755252000,11.017640966145500,0.5447736358729010
All ages,2022-02-27,11.824477628496300,3.3096590191866300,11.073604734930200,0.8289209608310430
All ages,2022-03-06,11.595805521939800,3.9494068539086900,9.945337516703920,0.6797843819054870
All ages,2022-03-13,10.432993252092100,3.5755289706344000,8.343221963537060,0.39545037751359100
All ages,2022-03-20,7.824157172835760,2.715324737301150,6.095047189848040,0.4470904264248660
All ages,2022-03-27,6.629248023686960,2.291285724581140,5.008788649485670,0.47544009078191900
All ages,2022-04-03,5.0655630574561400,1.879251155221670,3.422865731227990,0.5001520447553330
All ages,2022-04-10,3.781583994221950,1.581014949208100,2.454528883335200,0.15343262292812800
All ages,2022-04-17,3.0837203093236600,1.0684740962546500,1.8559088407968300,0.1799858954442510
All ages,2022-04-24,1.4785180618252300,0.8408865467764340,1.7154025908632300,0.14224198268130300
All ages,2022-05-01,1.123093227460010,0.7077181139496200,1.2037180609493900,0.14505039735817700
All ages,2022-05-08,0.8067661279721830,0.5259012153905510,0.9263618863536400,0.12916941061611700
All ages,2022-05-15,1.1149330523904100,0.4421363357410570,1.0186727215946800,0.1296119345874880
All ages,2022-05-22,0.7092641213086060,0.544480707761804,0.7190759207589690,0.11493027419289400
All ages,2022-05-29,0.942138811566823,0.5674782761719980,0.8358569335369070,0.18818834674887000
All ages,2022-06-05,0.5977965525664850,1.0662252300827400,1.0531093014412500,0.22097265082647300
All ages,2022-06-12,0.8470266263707570,0.7224476349829490,1.1221044465007700,0.33561751823781100
All ages,2022-06-19,1.1749976133489000,1.0997278827032300,1.5969464377550600,0.578403230846176
All ages,2022-06-26,1.0235773677531500,1.367473567316060,1.704155329605930,0.4887925219634580
All ages,2022-07-03,2.1957249742339600,1.5752614223809000,1.3766414832126700,0.49482154507575900
All ages,2022-07-10,2.0723283260189200,1.7966805349105800,2.425846825065430,0.761775259176084
All ages,2022-07-17,2.5790653344586400,1.7595869937656300,2.1376043103495300,0.7982992207481880
All ages,2022-07-24,2.4346790421612400,2.118606113495470,2.39860707276177,0.7837229820214410
All ages,2022-07-31,2.097444145063580,1.1799499006562500,2.1019896661640700,0.7406245962450300
All ages,2022-08-07,1.5157651820484800,1.8240240375808000,1.434217118855630,0.6701550844322200
