2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-05-02,2020-05-04,2020-05-06,2020-05-08,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-02,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,2020-08-31,2020-09-04,2020-09-07,2020-09-11,2020-09-14,2020-09-18,2020-09-21,2020-09-25,2020-09-28,2020-10-02,2020-10-05,2020-10-09,2020-10-12,2020-10-16,2020-10-19,2020-10-24,2020-10-26,2020-10-30,2020-11-02,2020-11-06,2020-11-09,2020-11-13,2020-11-16,2020-11-20,2020-11-23,2020-11-27,2020-11-30,2020-12-04,2020-12-07,2020-12-11,2020-12-14,2020-12-18,2020-12-21,2020-12-25,2020-12-28,2021-01-01,2021-01-04,2021-01-08,2021-01-11,2021-01-15,2021-01-18,2021-01-22,2021-01-25,2021-01-29,2021-02-01,2021-02-05,2021-02-08,2021-02-12,2021-02-15,2021-02-19,2021-02-22,2021-02-26,2021-03-01,2021-03-05,2021-03-08,2021-03-12,2021-03-15,2021-03-19,2021-03-22,2021-03-26,2021-03-29,2021-04-02,2021-04-05,2021-04-09,2021-04-12,2021-04-16,2021-04-19,2021-04-23,2021-04-26,2021-04-30,2021-05-03,2021-05-07,2021-05-10,2021-05-14,2021-05-17,2021-05-21,2021-05-24,2021-05-28,2021-05-31,2021-06-04,2021-06-07,2021-06-11,2021-06-14,2021-06-18,2021-06-21,2021-06-25,2021-06-28,2021-07-02,2021-07-05,2021-07-09,2021-07-12,2021-07-16,2021-07-19,2021-07-23,2021-07-26,2021-07-30,2021-08-02,2021-08-06,2021-08-09,2021-08-13,2021-08-16,2021-08-20,2021-08-23,2021-08-27,2021-08-30,2021-09-03,2021-09-06,2021-09-10,2021-09-13,2021-09-17,2021-09-20,2021-09-24,2021-09-27,2021-10-01,2021-10-04,2021-10-08,2021-10-11,2021-10-15,2021-10-18,2021-10-22,2021-10-25,2021-10-29,2021-11-01,2021-11-05,2021-11-08,2021-11-12,2021-11-15,2021-11-19,2021-11-22,2021-11-26,2021-11-29,2021-12-03,2021-12-06,2021-12-10,2021-12-13,2021-12-17,2021-12-20,2021-12-24,2021-12-27,2021-12-31,2022-01-03,2022-01-07,2022-01-10,2022-01-14,2022-01-17,2022-01-21,2022-01-24,2022-01-28,2022-01-31,2022-02-04,2022-02-07,2022-02-11,2022-02-14,2022-02-18,2022-02-21,2022-02-25,2022-02-28,2022-03-04,2022-03-07,2022-03-11,2022-03-14,2022-03-18,2022-03-21,2022-03-25,2022-03-28,2022-04-01,2022-04-04,2022-04-08,2022-04-11,2022-04-15,2022-04-18,2022-04-22,2022-04-25,2022-04-29,2022-05-02,2022-05-06,2022-05-09,2022-05-13,2022-05-16,2022-05-20,2022-05-23,2022-05-27,2022-05-30,2022-06-03,2022-06-06,2022-06-10,2022-06-13,2022-06-17,2022-06-20,2022-06-24,2022-06-27,2022-07-01,2022-07-04,2022-07-08,2022-07-11,2022-07-15,2022-07-18,2022-07-22,2022-07-25,2022-07-29,2022-08-01,2022-08-05,2022-08-08,2022-08-12,2022-08-15,2022-08-19,2022-08-22,2022-08-26,2022-08-29
11.0,12.0,12.0,12.0,12.0,13.0,14.0,17.0,20.0,22.0,28.0,50.0,67.0,80.0,95.0,100.0,131.0,131.0,139.0,152.0,184.0,200.0,211.0,242.0,252.0,260.0,266.0,273.0,279.0,292.0,296.0,301.0,303.0,305.0,318.0,322.0,332.0,342.0,348.0,355.0,357.0,362.0,365.0,365.0,369.0,373.0,374.0,376.0,381.0,384.0,384.0,386.0,389.0,392.0,393.0,395.0,396.0,399.0,399.0,403.0,405.0,406.0,407.0,405.0,409.0,413.0,414.0,417.0,417.0,418.0,419.0,420.0,425.0,428.0,428.0,428.0,428.0,433.0,433.0,436.0,440.0,447.0,455.0,458.0,461.0,469.0,470.0,470.0,472.0,474.0,474.0,475.0,479.0,483.0,487.0,496.0,501.0,510.0,522.0,526.0,528.0,539.0,548.0,582.0,591.0,604.0,614.0,622.0,629.0,639.0,646.0,657.0,664.0,681.0,687.0,691.0,697.0,703.0,709.0,718.0,726.0,733.0,747.0,759.0,728.0,774.0,783.0,787.0,791.0,808.0,816.0,820.0,819.0,826.0,829.0,832.0,835.0,842.0,844.0,848.0,848.0,850.0,850.0,854.0,855.0,859.0,860.0,861.0,864.0,863.0,865.0,864.0,865.0,868.0,869.0,874.0,876.0,882.0,886.0,892.0,899.0,910.0,910.0,918.0,919.0,925.0,929.0,931.0,932.0,939.0,944.0,953.0,956.0,958.0,963.0,964.0,965.0,971.0,974.0,976.0,979.0,985.0,988.0,999.0,1007.0,1028.0,1044.0,1092.0,1134.0,1210.0,1254.0,1330.0,1254.0,1439.0,1470.0,1504.0,1538.0,1583.0,1615.0,1645.0,1663.0,1695.0,1716.0,1739.0,1748.0,1763.0,1775.0,1795.0,1800.0,1808.0,1813.0,1822.0,1828.0,1845.0,1848.0,1857.0,1863.0,1876.0,1880.0,1895.0,1907.0,1924.0,1933.0,1944.0,1961.0,1985.0,2010.0,2032.0,2051.0,2077.0,2108.0,2123.0,2153.0,2184.0,2207.0,2238.0,2265.0,2283.0,2304.0,2335.0,2356.0,2376.0,2393.0,2432.0,2450.0,2472.0,2489.0,2514.0,2532.0
